"index","name","type","texture","position","scale","parent"
"634","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","632"
"635","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","632"
"636","10_0_1_0","4","","System.Object[]","System.Object[]","632"
"637","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"638","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"639","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"640","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"641","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"642","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"643","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","636"
"644","10_0_1_1","4","","System.Object[]","System.Object[]","632"
"645","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","644"
"646","10_0_2","4","","System.Object[]","System.Object[]","617"
"647","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","646"
"648","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","646"
"649","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","646"
"650","10_0_2_0","4","","System.Object[]","System.Object[]","646"
"651","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"652","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"653","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"654","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"655","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"656","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"657","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","650"
"658","10_0_2_1","4","","System.Object[]","System.Object[]","646"
"659","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","658"
"660","10_0_3","4","","System.Object[]","System.Object[]","617"
"661","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","660"
"662","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","660"
"663","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","660"
"664","10_0_3_0","4","","System.Object[]","System.Object[]","660"
"665","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"666","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"667","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"668","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"669","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"670","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"671","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","664"
"672","10_0_3_1","4","","System.Object[]","System.Object[]","660"
"673","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","672"
"674","10_0_4","4","","System.Object[]","System.Object[]","617"
"675","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","674"
"676","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","674"
"677","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","674"
"678","10_0_4_0","4","","System.Object[]","System.Object[]","674"
"679","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"680","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"681","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"682","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"683","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"684","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"685","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","678"
"686","10_0_4_1","4","","System.Object[]","System.Object[]","674"
"687","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","686"
"688","10_0_5","4","","System.Object[]","System.Object[]","617"
"689","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","688"
"690","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","688"
"691","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","688"
"692","10_0_5_0","4","","System.Object[]","System.Object[]","688"
"693","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"694","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"695","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"696","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"697","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"698","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"699","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","692"
"700","10_0_5_1","4","","System.Object[]","System.Object[]","688"
"701","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","700"
"702","10_0_6","4","","System.Object[]","System.Object[]","617"
"703","Bm_s","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","702"
"704","Bm_k","2","id\texture\jpn\tenka\tenka_030_ID_HQ","System.Object[]","System.Object[]","702"
"705","New","2","id\texture\jpn\common\common_018_ID_HQ","System.Object[]","System.Object[]","702"
"706","10_0_6_0","4","","System.Object[]","System.Object[]","702"
"707","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"708","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"709","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"710","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"711","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"712","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"713","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","706"
"714","10_0_6_1","4","","System.Object[]","System.Object[]","702"
"715","Waribiki","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","714"
"716","10_1","4","","System.Object[]","System.Object[]","616"
"717","10_1_0","4","","System.Object[]","System.Object[]","716"
"718","Rail","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","717"
"719","Rail","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","717"
"720","Rail","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","717"
"721","Memori","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","717"
"722","Memori","2","id\texture\jpn\common\common_006_ID_HQ","System.Object[]","System.Object[]","717"
"723","10_2","4","","System.Object[]","System.Object[]","616"
"724","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","723"
"725","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","723"
"726","Waku","2","id\texture\jpn\tenka\tenka_018_ID_HQ","System.Object[]","System.Object[]","723"
"727","10_3","4","","System.Object[]","System.Object[]","616"
"728","10_3_0","4","","System.Object[]","System.Object[]","727"
"729","10_3_0_0","4","","System.Object[]","System.Object[]","728"
"730","Up01","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","729"
"731","Up01","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","729"
"732","Up01","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","729"
"733","10_3_0_1","4","","System.Object[]","System.Object[]","728"
"734","Up02","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","733"
"735","Up02","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","733"
"736","Up02","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","733"
"737","10_3_0_2","4","","System.Object[]","System.Object[]","728"
"738","Up03","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","737"
"739","Up03","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","737"
"740","Up03","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","737"
"741","10_3_0_3","4","","System.Object[]","System.Object[]","728"
"742","Up04","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","741"
"743","Up04","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","741"
"744","Up04","3","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","741"
"745","11","4","","System.Object[]","System.Object[]","0"
"746","11_0","4","","System.Object[]","System.Object[]","745"
"747","Back","0","","System.Object[]","System.Object[]","746"
"748","11_1","4","","System.Object[]","System.Object[]","745"
"749","Bou01","2","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","748"
"750","Bou02","2","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","748"
"751","11_2","4","","System.Object[]","System.Object[]","745"
"752","Kami","2","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","751"
"753","Kage","1","","System.Object[]","System.Object[]","751"
"754","11_3","4","","System.Object[]","System.Object[]","745"
"755","Text","2","id\texture\jpn\tenka\tenka_023_ID_HQ","System.Object[]","System.Object[]","754"
"756","Zou","2","id\texture\jpn\tenka\tenka_023_ID_HQ","System.Object[]","System.Object[]","754"
"757","Koban","2","id\texture\jpn\tenka\tenka_024_ID_HQ","System.Object[]","System.Object[]","754"
"758","Kage","2","id\texture\jpn\tenka\tenka_024_ID_HQ","System.Object[]","System.Object[]","757"
"759","Shigen","2","id\texture\jpn\shigen\shigen_000_ID_HQ","System.Object[]","System.Object[]","754"
"760","Kage","2","id\texture\jpn\shigen\shigen_000_ID_HQ","System.Object[]","System.Object[]","759"
"761","Text_red","2","id\texture\jpn\tenka\tenka_024_ID_HQ","System.Object[]","System.Object[]","754"
"762","11_3_0","4","","System.Object[]","System.Object[]","754"
"763","Koban_t","2","id\texture\jpn\tenka\tenka_023_ID_HQ","System.Object[]","System.Object[]","762"
"764","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","762"
"765","Text_NULL","4","","System.Object[]","System.Object[]","762"
"766","11_3_0_0","4","","System.Object[]","System.Object[]","762"
"767","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","766"
"768","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","766"
"769","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","766"
"770","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","766"
"771","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","766"
"772","11_3_1","4","","System.Object[]","System.Object[]","754"
"773","Kuji","2","id\texture\jpn\tenka\tenka_024_ID_HQ","System.Object[]","System.Object[]","772"
"774","Kage","2","id\texture\jpn\tenka\tenka_024_ID_HQ","System.Object[]","System.Object[]","773"
"775","Kuji_o","2","id\texture\jpn\tenka\tenka_024_ID_HQ","System.Object[]","System.Object[]","772"
"776","12","4","","System.Object[]","System.Object[]","0"
"777","12_0","4","","System.Object[]","System.Object[]","776"
"778","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","825"
"779","Ishou","2","id\texture\jpn\tenka\tenka_019_ID_HQ","System.Object[]","System.Object[]","825"
"780","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","618"
"781","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","632"
"782","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","646"
"783","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","660"
"784","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","674"
"785","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","688"
"786","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","702"
"787","Urikire01","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","618"
"788","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","787"
"789","Urikire02","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","632"
"790","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","789"
"791","Urikire03","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","646"
"792","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","791"
"793","Urikire04","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","660"
"794","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","793"
"795","Urikire05","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","674"
"796","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","795"
"797","Urikire06","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","688"
"798","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","797"
"799","Urikire07","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","702"
"800","Urikire_k","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","799"
"801","10_4","4","","System.Object[]","System.Object[]","616"
"802","10_4_0","4","","System.Object[]","System.Object[]","801"
"803","Page","2","id\texture\jpn\tenka\tenka_029_ID_HQ","System.Object[]","System.Object[]","802"
"804","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","802"
"805","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","802"
"806","Slush","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","802"
"807","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","802"
"808","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","802"
"809","10_5","4","","System.Object[]","System.Object[]","616"
"810","10_5_0","4","","System.Object[]","System.Object[]","809"
"811","Icon","2","id\texture\jpn\tenka\tenka_023_ID_HQ","System.Object[]","System.Object[]","810"
"812","Kai","2","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","810"
"813","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","810"
"814","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","810"
"815","Suji","2","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","810"
"816","Slush","4","id\texture\jpn\tenka\tenka_009_ID_HQ","System.Object[]","System.Object[]","810"
"817","Suji","4","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","810"
"818","Suji","4","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","810"
"819","Suji","4","id\texture\jpn\common\common_010_ID_HQ","System.Object[]","System.Object[]","810"
"820","10_6","4","","System.Object[]","System.Object[]","616"
"821","10_4_1","4","","System.Object[]","System.Object[]","801"
"822","L","4","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","821"
"823","R","4","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","821"
"824","Base","4","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","821"
"825","12_0_0","4","","System.Object[]","System.Object[]","777"
"826","10_7","4","","System.Object[]","System.Object[]","616"
"827","Base","2","id\texture\jpn\tenka\tenka_026_ID_HQ","System.Object[]","System.Object[]","826"
"828","Wep","2","id\texture\jpn\wep\wep_000_ID_HQ","System.Object[]","System.Object[]","826"
"829","Zokusei","2","id\texture\jpn\common\common_008_ID_HQ","System.Object[]","System.Object[]","826"
"830","Menuki","2","id\texture\jpn\wepball\wepball_000_ID_HQ","System.Object[]","System.Object[]","826"
"831","10_7_0","4","","System.Object[]","System.Object[]","826"
"832","Menuki","2","id\texture\jpn\wepball\wepball_000_ID_HQ","System.Object[]","System.Object[]","831"
"833","Menui_K","2","id\texture\jpn\tenka\tenka_000_ID_HQ","System.Object[]","System.Object[]","831"
"834","10_7_1","4","","System.Object[]","System.Object[]","826"
"835","Ryo","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","834"
"836","10_7_1_0","4","","System.Object[]","System.Object[]","834"
"837","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"838","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"839","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"840","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"841","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"842","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"843","Suji","2","id\texture\jpn\common\common_009_ID_HQ","System.Object[]","System.Object[]","836"
"844","Text","4","","System.Object[]","System.Object[]","826"
"845","9_0_4","4","","System.Object[]","System.Object[]","601"
"846","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","845"
"847","Ishou","2","id\texture\jpn\tenka\tenka_019_ID_HQ","System.Object[]","System.Object[]","845"
"848","10_5_1","4","","System.Object[]","System.Object[]","809"
"849","B","2","id\texture\jpn\common\common_001_ID_HQ","System.Object[]","System.Object[]","848"
"850","Kuji","2","id\texture\jpn\tenka\tenka_022_ID_HQ","System.Object[]","System.Object[]","848"
"851","WepAT","2","id\texture\jpn\tenka\tenka_010_ID_HQ","System.Object[]","System.Object[]","106"
