== PS3_GAME/USRDIR/nativePS3/rom/eng/title.arc  entries=357  endian=> version=8
  [ 161] msg\id_title\eng\id_title_r  type=0x10C460E6 comp=17 raw=24
  [ 162] msg\id_title\eng\id_title_r  type=0x2EA515BF comp=33 raw=96
  [ 163] msg\id_title\eng\id_title  type=0x1D609FFB comp=693 raw=1504
  [ 164] msg\id_title\eng\id_title  type=0x5E0EF076 comp=155 raw=264
  [ 165] msg\id_title\eng\id_title_00_ID_HQ  type=0x619CF7E7 comp=8 raw=8
  [ 166] msg\id_title\eng\id_title_00_ID_HQ  type=0x241F5DEB comp=13948 raw=262164
  [ 167] msg\id_title\eng\id_title_01_ID_HQ  type=0x619CF7E7 comp=8 raw=8
  [ 168] msg\id_title\eng\id_title_01_ID_HQ  type=0x241F5DEB comp=11503 raw=262164
== PS3_GAME/USRDIR/nativePS3/rom/eng/title/background.arc  entries=133  endian=> version=8
  [   0] stage\msel\\msel-t-back00_BM_NOMIP  type=0x241F5DEB comp=97168 raw=262164
  [   1] stage\msel\msel-m-null  type=0x58A15856 comp=1671 raw=12832
  [   2] stage\msel\\msel-t-ttwind0_BM_NOMIP  type=0x241F5DEB comp=8314 raw=524308
  [   3] stage\msel\\msel-t-ttwind0_AM_NOMIP  type=0x241F5DEB comp=6150 raw=131092
  [   4] stage\msel\\msel-t-ttfude0_BM_NOMIP  type=0x241F5DEB comp=60302 raw=262164
  [   5] stage\msel\\msel-t-ttfude0_AM_NOMIP  type=0x241F5DEB comp=2412 raw=131092
  [   6] stage\msel\\msel-t-ttfude1_BM_NOMIP  type=0x241F5DEB comp=111214 raw=262164
  [   7] stage\msel\\msel-t-ttkusa0_BM_NUKI_NOMIP  type=0x241F5DEB comp=56757 raw=131092
  [   8] stage\msel\\msel-t-ttkusa0_AM_NOMIP  type=0x241F5DEB comp=2572 raw=65556
  [   9] stage\msel\\msel-t-ttkusa5_BM_NUKI_NOMIP  type=0x241F5DEB comp=29451 raw=131092
  [  10] stage\msel\\msel-t-ttkusa3_BM_NUKI_NOMIP  type=0x241F5DEB comp=35531 raw=131092
  [  11] stage\msel\\msel-t-ttkusa1_BM_NUKI_NOMIP  type=0x241F5DEB comp=45083 raw=131092
  [  12] stage\msel\\msel-t-tthorse0_BM_NUKI_NOMIP  type=0x241F5DEB comp=230723 raw=1048596
  [  13] stage\msel\\msel-t-ttflag0_BM_NUKI  type=0x241F5DEB comp=28684 raw=1398188
  [  14] stage\msel\msel-e-ttuma  type=0x58A15856 comp=10503 raw=185324
  [  15] stage\msel\\msel-t-yugi0cloud0_BM_NOMIP  type=0x241F5DEB comp=26997 raw=65556
  [  16] stage\msel\\msel-t-yugi0cloud0_AM_NOMIP  type=0x241F5DEB comp=2001 raw=65556
  [  17] stage\msel\\msel-t-yugi0cloud2_AM_NOMIP  type=0x241F5DEB comp=9192 raw=262164
  [  18] stage\msel\\msel-t-yugi0cloud1_BM_NOMIP  type=0x241F5DEB comp=31738 raw=65556
  [  19] stage\msel\\msel-t-yugi0cloud2_BM_NOMIP  type=0x241F5DEB comp=23022 raw=65556
  [  20] stage\msel\\msel-t-yugi0enc0_BM_NOMIP  type=0x241F5DEB comp=361000 raw=1048596
  [  21] stage\msel\\msel-t-fuji0_BM_NUKI_NOMIP  type=0x241F5DEB comp=137107 raw=524308
  [  22] stage\msel\\msel-t-matsu0_BM_NUKI_NOMIP  type=0x241F5DEB comp=121537 raw=1048596
  [  23] stage\msel\\msel-t-matsu0tip0_BM_NUKI_NOMIP  type=0x241F5DEB comp=10878 raw=32788
  [  24] stage\msel\\msel-t-matsu0tip1_BM_NUKI_NOMIP  type=0x241F5DEB comp=10975 raw=32788
  [  25] stage\msel\\msel-t-matsu0tip2_BM_NUKI_NOMIP  type=0x241F5DEB comp=10842 raw=32788
  [  26] stage\msel\\msel-t-yugi0mt0_BM_NUKI_NOMIP  type=0x241F5DEB comp=10696 raw=32788
  [  27] stage\msel\msel-m-yugi0bg0  type=0x58A15856 comp=14907 raw=143964
  [  28] stage\msel\\msel-t-scrollbook2_BM  type=0x241F5DEB comp=139135 raw=349608
  [  29] stage\msel\\msel-t-scrollbook3_BM  type=0x241F5DEB comp=2088 raw=5532
  [  30] stage\msel\\msel-t-scrollbook0_AM  type=0x241F5DEB comp=1027 raw=10984
  [  31] stage\msel\\msel-t-fude0_BM  type=0x241F5DEB comp=107529 raw=349608
  [  32] stage\msel\\msel-t-fude1_AM_NOMIP  type=0x241F5DEB comp=17920 raw=131092
  [  33] stage\msel\\msel-t-story0shadow0_BM_NOMIP  type=0x241F5DEB comp=117240 raw=262164
  [  34] stage\msel\\msel-t-story0p1_AM_NOMIP  type=0x241F5DEB comp=15246 raw=131092
  [  35] stage\msel\\msel-t-story0p2_AM_NOMIP  type=0x241F5DEB comp=20914 raw=131092
  [  36] stage\msel\\msel-t-story0p3_AM_NOMIP  type=0x241F5DEB comp=19396 raw=131092
  [  37] stage\msel\\msel-t-story0p4_AM_NOMIP  type=0x241F5DEB comp=20192 raw=131092
  [  38] stage\msel\\msel-t-story0p5_AM_NOMIP  type=0x241F5DEB comp=16836 raw=131092
  [  39] stage\msel\\msel-t-story0p6_AM_NOMIP  type=0x241F5DEB comp=14197 raw=131092
  [  40] stage\msel\\msel-t-story0p7_AM_NOMIP  type=0x241F5DEB comp=15037 raw=131092
  [  41] stage\msel\\msel-t-story0p8_AM_NOMIP  type=0x241F5DEB comp=17084 raw=131092
  [  42] stage\msel\\msel-t-fude0_AM_NOMIP  type=0x241F5DEB comp=49420 raw=262164
  [  43] stage\msel\\msel-t-scrollbook0_BM  type=0x241F5DEB comp=9214 raw=43780
  [  44] stage\msel\\msel-t-scrollbook1_BM  type=0x241F5DEB comp=157060 raw=349608
  [  45] stage\msel\\msel-t-story0p1_BM_NUKI_NOMIP  type=0x241F5DEB comp=139851 raw=1048596
  [  46] stage\msel\\msel-t-story0p2_BM_NUKI_NOMIP  type=0x241F5DEB comp=159901 raw=1048596
  [  47] stage\msel\\msel-t-story0p3_BM_NUKI_NOMIP  type=0x241F5DEB comp=157076 raw=1048596
  [  48] stage\msel\\msel-t-story0p4_BM_NUKI_NOMIP  type=0x241F5DEB comp=214568 raw=1048596
  [  49] stage\msel\\msel-t-story0p5_BM_NUKI_NOMIP  type=0x241F5DEB comp=154521 raw=1048596
  [  50] stage\msel\\msel-t-story0p6_BM_NUKI_NOMIP  type=0x241F5DEB comp=125088 raw=1048596
  [  51] stage\msel\\msel-t-story0p7_BM_NUKI_NOMIP  type=0x241F5DEB comp=142934 raw=1048596
  [  52] stage\msel\\msel-t-story0p8_BM_NUKI_NOMIP  type=0x241F5DEB comp=160082 raw=1048596
  [  53] stage\msel\msel-e-storychara  type=0x58A15856 comp=93782 raw=694620
  [  54] stage\msel\\msel-t-bridge0_BM  type=0x241F5DEB comp=89720 raw=174856
  [  55] stage\msel\\msel-t-bridge0_LM_NOMIP  type=0x241F5DEB comp=17077 raw=65556
  [  56] stage\msel\\msel-t-bridge1_BM  type=0x241F5DEB comp=39860 raw=87460
  [  57] stage\msel\msel-m-bridge0  type=0x58A15856 comp=75944 raw=238492
  [  58] stage\msel\\msel-t-vs0kusa0_BM_NUKI_NOMIP  type=0x241F5DEB comp=7680 raw=131092
  [  59] stage\msel\\msel-t-vs0fude0_AM_NOMIP  type=0x241F5DEB comp=1122 raw=32788
  [  60] stage\msel\\msel-t-vs0bambooset0_BM_NOMIP_NUKI  type=0x241F5DEB comp=179169 raw=1048596
  [  61] stage\msel\\msel-t-vs0bambooset1_BM_NOMIP_NUKI  type=0x241F5DEB comp=172112 raw=1048596
  [  62] stage\msel\msel-e-vs0bg0  type=0x58A15856 comp=7495 raw=54760
  [  63] stage\msel\\msel-t-vsbuki03bg0_BM_NUKI  type=0x241F5DEB comp=540559 raw=1398188
  [  64] stage\msel\\msel-t-vsbuki04bg0_AM_NOMIP  type=0x241F5DEB comp=2541 raw=65556
  [  65] stage\msel\\msel-t-vsbuki01_BM_NUKI  type=0x241F5DEB comp=267844 raw=1398188
  [  66] stage\msel\\msel-t-vsbuki01bg0_BM_NUKI  type=0x241F5DEB comp=574343 raw=1398188
  [  67] stage\msel\\msel-t-vsbuki02_BM_NUKI  type=0x241F5DEB comp=67976 raw=699148
  [  68] stage\msel\\msel-t-vsbuki02bg0_BM_NUKI  type=0x241F5DEB comp=345032 raw=699148
  [  69] stage\msel\\msel-t-vsbuki03_BM_NUKI  type=0x241F5DEB comp=254864 raw=1398188
  [  70] stage\msel\\msel-t-vsbuki05_BM_NUKI  type=0x241F5DEB comp=18936 raw=87460
  [  71] stage\msel\\msel-t-vsbuki04_BM_NUKI  type=0x241F5DEB comp=67027 raw=174924
  [  72] stage\msel\msel-e-vsbuki  type=0x58A15856 comp=10076 raw=100824
  [  73] stage\msel\\msel-t-vs0sasa0_BM_NUKI_NOMIP  type=0x241F5DEB comp=39208 raw=262164
  [  74] stage\msel\\msel-t-vs0sasa1_BM_NUKI_NOMIP  type=0x241F5DEB comp=30427 raw=262164
  [  75] stage\msel\\msel-t-vs0sasa2_BM_NOMIP_NUKI  type=0x241F5DEB comp=14570 raw=65556
  [  76] stage\msel\msel-m-vs0sasa0  type=0x58A15856 comp=4215 raw=30792
  [  77] stage\msel\\msel-t-kaleidoscope0_BM  type=0x241F5DEB comp=138659 raw=349608
  [  78] stage\msel\msel-m-kaleidscope0  type=0x58A15856 comp=2160 raw=14948
  [  79] stage\msel\\msel-t-free0back0_BM_NUKI_NOMIP  type=0x241F5DEB comp=86140 raw=262164
  [  80] stage\msel\\msel-t-free0back1_BM_NUKI_NOMIP  type=0x241F5DEB comp=86445 raw=262164
  [  81] stage\msel\\msel-t-free0kusa0_BM_NUKI_NOMIP  type=0x241F5DEB comp=81393 raw=524308
  [  82] stage\msel\msel-m-free0bg0  type=0x58A15856 comp=3782 raw=29596
  [  83] stage\msel\\msel-t-waterweed0_BM_NUKI_NOMIP  type=0x241F5DEB comp=72262 raw=131092
  [  84] stage\msel\msel-e-waterweed0  type=0x58A15856 comp=2112 raw=15016
  [  85] stage\msel\\msel-t-cloud0f0_BM_NOMIP  type=0x241F5DEB comp=7346 raw=16404
  [  86] stage\msel\\msel-t-cloud0_AM_NOMIP  type=0x241F5DEB comp=3409 raw=131092
  [  87] stage\msel\\msel-t-cloud0f1_BM_NOMIP  type=0x241F5DEB comp=8030 raw=16404
  [  88] stage\msel\\msel-t-cloud0f2_BM_NOMIP  type=0x241F5DEB comp=8117 raw=16404
  [  89] stage\msel\msel-m-gallerycloud0  type=0x58A15856 comp=4051 raw=64488
  [  90] stage\msel\\msel-t-cloud1_BM_NUKI_NOMIP  type=0x241F5DEB comp=17291 raw=1048596
  [  91] stage\msel\msel-m-gallerycloud1  type=0x58A15856 comp=3837 raw=63768
  [  92] stage\msel\\msel-t-takarafune0_BM_NUKI_NOMIP  type=0x241F5DEB comp=65957 raw=131092
  [  93] stage\msel\\msel-t-takarafune2_BM_NOMIP  type=0x241F5DEB comp=109141 raw=262164
  [  94] stage\msel\\msel-t-takarafune0_AM_NOMIP  type=0x241F5DEB comp=22581 raw=131092
  [  95] stage\msel\\msel-t-takarafune1_BM_NOMIP  type=0x241F5DEB comp=121541 raw=262164
  [  96] stage\msel\\msel-t-sigen0_BM_NUKI_NOMIP  type=0x241F5DEB comp=34074 raw=131092
  [  97] stage\msel\\msel-t-gal0wave0_BM_NUKI_NOMIP  type=0x241F5DEB comp=32681 raw=131092
  [  98] stage\msel\\msel-t-gal0wave0_AM_NOMIP  type=0x241F5DEB comp=1607 raw=65556
  [  99] stage\msel\\msel-t-gal0wave1_BM_NUKI_NOMIP  type=0x241F5DEB comp=250391 raw=1048596
  [ 100] stage\msel\msel-e-gallery  type=0x58A15856 comp=51601 raw=182532
  [ 101] stage\msel\\msel-t-gal0fude0_BM_NOMIP  type=0x241F5DEB comp=69412 raw=262164
  [ 102] stage\msel\msel-m-gallery0fude0  type=0x58A15856 comp=2144 raw=14452
  [ 103] stage\msel\\msel-t-kssakura0tip0_BM_NUKI_NOMIP  type=0x241F5DEB comp=5859 raw=16404
  [ 104] stage\msel\\msel-t-kssakura0tip0b_BM_NUKI_NOMIP  type=0x241F5DEB comp=5421 raw=16404
  [ 105] stage\msel\\msel-t-kssakura0tip0_AM_NOMIP  type=0x241F5DEB comp=3863 raw=16404
  [ 106] stage\msel\\msel-t-kssakura0tip1_BM_NUKI_NOMIP  type=0x241F5DEB comp=5744 raw=16404
  [ 107] stage\msel\\msel-t-kssakura0tip1b_BM_NUKI_NOMIP  type=0x241F5DEB comp=5669 raw=16404
  [ 108] stage\msel\\msel-t-kssakura0tip2_BM_NUKI_NOMIP  type=0x241F5DEB comp=5519 raw=16404
  [ 109] stage\msel\\msel-t-kssakura0tip2b_BM_NUKI_NOMIP  type=0x241F5DEB comp=5588 raw=16404
  [ 110] stage\msel\\msel-t-kssakuraset0_BM_NUKI_NOMIP  type=0x241F5DEB comp=36842 raw=131092
  [ 111] stage\msel\\msel-t-kstree0_BM_NUKI_NOMIP  type=0x241F5DEB comp=45426 raw=262164
  [ 112] stage\msel\msel-m-kssakura0  type=0x58A15856 comp=12632 raw=82396
  [ 113] stage\msel\\msel-t-gate_BM  type=0x241F5DEB comp=10740 raw=21920
  [ 114] stage\msel\\msel-t-kscastle0_BM_NOMIP  type=0x241F5DEB comp=27666 raw=65556
  [ 115] stage\msel\\msel-t-kscastle0_AM_NOMIP  type=0x241F5DEB comp=63122 raw=524308
  [ 116] stage\msel\\msel-t-isigaki2_BM  type=0x241F5DEB comp=22874 raw=43780
  [ 117] stage\msel\\msel-t-jouheki_BM  type=0x241F5DEB comp=9709 raw=21920
  [ 118] stage\msel\\msel-t-kawara_BM  type=0x241F5DEB comp=10643 raw=21920
  [ 119] stage\msel\\msel-t-tenjou_BM  type=0x241F5DEB comp=2217 raw=5532
  [ 120] stage\msel\\msel-t-syachi_BM_NUKI  type=0x241F5DEB comp=8755 raw=21920
  [ 121] stage\msel\msel-m-tenshu0  type=0x58A15856 comp=76404 raw=198808
  [ 122] stage\msel\\msel-t-rabbit0_BM_NOMIP_NOMIP  type=0x241F5DEB comp=13647 raw=262164
  [ 123] stage\msel\\msel-t-moon0_AM_NOMIP  type=0x241F5DEB comp=5225 raw=131092
  [ 124] stage\msel\\msel-t-moon1_BM_NOMIP  type=0x241F5DEB comp=99457 raw=262164
  [ 125] stage\msel\\msel-t-moon2_BM_NOMIP  type=0x241F5DEB comp=76238 raw=1048596
  [ 126] stage\msel\msel-m-ksmoon  type=0x58A15856 comp=2390 raw=26840
  [ 127] stage\msel\\msel-t-setting02_BM_NUKI_NOMIP  type=0x241F5DEB comp=9200 raw=65556
  [ 128] stage\msel\msel-e-kshana2  type=0x58A15856 comp=1741 raw=13300
  [ 129] stage\msel\\msel-t-setting05_BM_NUKI_NOMIP  type=0x241F5DEB comp=20695 raw=65556
  [ 130] stage\msel\msel-e-kshana3  type=0x58A15856 comp=1734 raw=13300
  [ 131] stage\msel\\msel-t-setting03_BM_NUKI_NOMIP  type=0x241F5DEB comp=8501 raw=65556
  [ 132] stage\msel\msel-e-kshana1  type=0x58A15856 comp=1742 raw=13300
